{0,0,0,305,0,0,0,0},
{0,0,0,306,0,0,0,0},
{0,0,0,306,0,0,0,0},
{0,0,0,305,0,0,0,0},
{0,0,0,306,0,0,0,0},
{0,0,0,305,0,0,0,0},
{0,0,0,306,0,0,0,0},
{0,0,0,305,0,0,0,0},
{0,0,0,305,0,0,0,0},
{0,0,0,305,0,0,0,0},
{0,0,0,306,0,0,0,0},
{0,0,0,307,0,0,0,0},
{0,0,0,307,0,0,0,0},
{0,0,0,308,0,0,0,0},
{0,0,0,308,0,0,0,0},
{0,0,0,308,0,0,0,0},
{0,0,0,308,0,0,0,0},
{0,0,0,306,0,0,0,0},
{0,0,0,306,0,0,0,0},
{0,0,0,306,0,0,0,0},
{0,0,0,307,0,0,0,0},
{0,0,0,309,0,0,0,0},
{0,0,0,310,0,0,0,0},
{0,0,0,311,0,0,0,0},
{0,0,0,312,0,0,0,0},
{0,0,0,313,0,0,0,0},
{0,0,0,313,0,0,0,0},
{0,0,0,314,0,0,0,0},
{0,0,0,314,0,0,0,0},
{0,0,0,314,0,0,0,0},
{0,0,0,316,0,0,0,0},
{0,0,0,315,0,0,0,0},
{0,0,0,312,0,0,0,0},
{0,0,0,311,0,0,0,0},
{0,0,0,310,0,0,0,0},
{0,0,0,311,0,0,0,0},
{0,0,0,311,0,0,0,0},
{0,0,0,312,0,0,0,0},
{0,0,0,312,0,0,0,0},
{0,0,0,312,0,0,0,0},
{0,0,0,312,0,0,0,0},
{0,0,0,313,0,0,0,0},
{0,0,0,315,0,0,0,0},
{0,0,0,317,0,0,0,0},
{0,0,0,315,0,0,0,0},
{0,0,0,314,0,0,0,0},
{0,0,0,311,0,0,0,0},
{0,0,0,312,0,0,0,0},
{0,0,0,314,0,0,0,0},
{0,0,0,312,0,0,0,0},
{0,0,0,311,0,0,0,0},
{0,0,0,309,0,0,0,0},
{0,0,0,309,0,0,0,0},
{0,0,0,308,0,0,0,0},
{0,0,0,307,0,0,0,0},
{0,0,0,306,0,0,0,0},
{0,0,0,306,0,0,0,0},
{0,0,0,304,0,0,0,0},
{0,0,0,303,0,0,0,0},
{0,0,0,304,0,0,0,0},
{0,0,0,305,0,0,0,0},
{0,0,0,305,0,0,0,0},
{0,0,0,306,0,0,0,0},
{0,0,0,306,0,0,0,0},
{0,0,0,306,0,0,0,0},
{0,0,0,305,0,0,0,0},
{0,0,0,304,0,0,0,0},
{0,0,0,304,0,0,0,0},
{0,0,0,304,0,0,0,0},
{0,0,0,303,0,0,0,0},
{0,0,0,303,0,0,0,0},
{0,0,0,303,0,0,0,0},
{0,0,0,303,0,0,0,0},
{0,0,0,303,0,0,0,0},
{0,0,0,303,0,0,0,0},
{0,0,0,303,0,0,0,0},
{0,0,0,302,0,0,0,0},
{0,0,0,303,0,0,0,0},
{0,0,0,302,0,0,0,0},
{0,0,0,301,0,0,0,0},
{0,0,0,300,0,0,0,0},
{0,0,0,301,0,0,0,0},
{0,0,0,301,0,0,0,0},
{0,0,0,300,0,0,0,0},
{0,0,0,299,0,0,0,0},
{0,0,0,300,0,0,0,0},
{0,0,0,299,0,0,0,0},
{0,0,0,300,0,0,0,0},
{0,0,0,301,0,0,0,0},
{0,0,0,301,0,0,0,0},
{0,0,0,301,0,0,0,0},
{0,0,0,301,0,0,0,0},
{0,0,0,300,0,0,0,0},
{0,0,0,300,0,0,0,0},
{0,0,0,300,0,0,0,0},
{0,0,0,300,0,0,0,0},
{0,0,0,301,0,0,0,0},
{0,0,0,301,0,0,0,0},
